68.8233 	WARNING 	Speech-to-text recognition module not available (use command `pip install SpeechRecognition` to get it. Transcription will be unavailable.
68.8695 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
68.8963 	WARNING 	Monitor specification not found. Creating a temporary one...
1656.8038 	WARNING 	RatingScale unnamed RatingScale: len(labels) not equal to len(tickMarks)
1711.6355 	EXP 	window1: recordFrameIntervals = False
1711.7714 	EXP 	window1: recordFrameIntervals = True
1711.9178 	EXP 	window1: recordFrameIntervals = False
1712.3404 	EXP 	Created memoryPrompt = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='memoryPrompt', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
1712.3835 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='norm', win=Window(...), wrapWidth=1)
1712.4164 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1)
1712.4216 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='norm', win=Window(...), wrapWidth=1)
1712.4332 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_4', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='You may now stop.', units='norm', win=Window(...), wrapWidth=1)
1712.4428 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_4', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='You may now stop.', units='norm', win=Window(...), wrapWidth=1)
1712.4775 	EXP 	textbox: autoLog = True
1712.4775 	EXP 	text_4: text = 'In this task, you will be asked to imagine an event that has either already happened or may happen in the future. '
1713.2370 	DATA 	Keypress: return
1713.3046 	EXP 	text_4: text = 'On each trial, you will be asked to first decide about a specific event, \nand after that you will be asked to try to imagine that event in as much detail as possible. \nOnce you have an event in mind, type a codeword into a box that you will be able to remember. \nAfter this you will be asked to imagine those events as best you can. '
1713.6734 	DATA 	Keypress: return
1713.7178 	EXP 	text_4: text = 'To summarize, think of a past or upcoming event. Then, create a codeword and enter it into a box. \nWhen the codeword appears, try to remember the details of the event as best as you can.'
1713.9594 	DATA 	Keypress: return
1713.9626 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
1713.9630 	EXP 	New trial (rep=0, index=0): None
1713.9876 	EXP 	memoryPrompt: text = 'Prompt One'
1713.9876 	EXP 	memoryPrompt: autoDraw = True
1713.9876 	EXP 	textbox: autoDraw = True
1714.4988 	DATA 	Keypress: return
1714.5053 	EXP 	memoryPrompt: autoDraw = False
1714.5053 	EXP 	textbox: autoDraw = False
1714.5053 	EXP 	text: autoDraw = True
1715.1086 	DATA 	Keypress: return
1715.3890 	DATA 	Keypress: return
1715.6828 	DATA 	Keypress: return
1716.0015 	DATA 	Keypress: return
1716.3354 	DATA 	Keypress: return
1716.6289 	DATA 	Keypress: return
1716.9363 	DATA 	Keypress: return
1717.2570 	DATA 	Keypress: return
1717.6183 	DATA 	Keypress: return
1717.9626 	DATA 	Keypress: return
1718.5135 	DATA 	Keypress: return
1718.5197 	EXP 	text: autoDraw = False
1718.5197 	EXP 	text: autoDraw = False
1718.5197 	EXP 	text_3: text = 'Press return when you are ready to remember:\n\nType response here\n\n\n\n\n\n\n\n\n\n\n'
1718.5197 	EXP 	text_3: autoDraw = True
1772.4522 	DATA 	Mouse: Left button down, pos=(858,390)
1772.5202 	DATA 	Mouse:  Left button up, pos=(858,391)
1772.6120 	DATA 	Keypress: return
1772.6192 	EXP 	text_3: autoDraw = False
1772.6192 	EXP 	text: autoDraw = True
1772.9955 	DATA 	Keypress: return
1773.9569 	DATA 	Keypress: return
1775.1157 	DATA 	Keypress: return
1776.6212 	EXP 	text: autoDraw = False
1776.6212 	EXP 	text: autoDraw = False
1776.6212 	EXP 	text_4: autoDraw = True
1777.0372 	DATA 	Keypress: return
1778.0784 	DATA 	Keypress: return
1778.8784 	DATA 	Keypress: return
1780.3723 	DATA 	Keypress: return
1781.6223 	EXP 	text_4: autoDraw = False
1781.6223 	EXP 	text_4: autoDraw = False
